Date : 2022/09/13 (TUE)
Time : 10:30:26
         UnWinder        OutFeeder 1        OutFeeder 2  
     X        Y         X        Y         X        Y    
  462.00     5.90    462.00     3.70    462.00     2.60  
  463.00     5.90    463.00     3.80    463.00     2.60  
  464.00     6.00    464.00     3.70    464.00     2.60  
  465.00     6.00    465.00     3.70    465.00     2.60  
  466.00     6.00    466.00     3.70    466.00     2.60  
  467.00     6.00    467.00     3.70    467.00     2.60  
  468.00     6.00    468.00     3.80    468.00     2.60  
  469.00     6.00    469.00     3.80    469.00     2.60  
  470.00     6.00    470.00     3.80    470.00     2.60  
  471.00     6.00    471.00     3.80    471.00     2.70  
  472.00     6.00    472.00     3.80    472.00     2.60  
  473.00     6.00    473.00     3.80    473.00     2.60  
  474.00     6.00    474.00     3.80    474.00     2.60  
  475.00     6.00    475.00     3.70    475.00     2.60  
  476.00     6.00    476.00     3.90    476.00     2.70  
  477.00     6.00    477.00     3.90    477.00     2.60  
  478.00     6.00    478.00     3.80    478.00     2.60  
  479.00     6.00    479.00     3.90    479.00     2.70  
  480.00     6.00    480.00     3.70    480.00     2.60  
  481.00     6.00    481.00     3.80    481.00     2.60  
  482.00     5.90    482.00     3.80    482.00     2.60  
  483.00     5.90    483.00     3.80    483.00     2.60  
  484.00     6.00    484.00     3.90    484.00     2.70  
  485.00     5.90    485.00     3.90    485.00     2.80  
  486.00     6.00    486.00     3.90    486.00     2.70  
  487.00     5.90    487.00     4.00    487.00     2.70  
  488.00     5.90    488.00     3.90    488.00     2.80  
  489.00     6.00    489.00     4.00    489.00     2.80  
  490.00     6.00    490.00     4.00    490.00     2.80  
  491.00     6.00    491.00     3.90    491.00     2.80  
  492.00     5.90    492.00     3.90    492.00     2.80  
  493.00     5.90    493.00     3.90    493.00     2.70  
  494.00     5.90    494.00     3.90    494.00     2.90  
  495.00     5.90    495.00     3.80    495.00     2.80  
  496.00     5.90    496.00     3.90    496.00     2.80  
  497.00     6.00    497.00     3.70    497.00     2.80  
  498.00     5.90    498.00     3.70    498.00     2.80  
  499.00     6.00    499.00     3.80    499.00     2.80  
  500.00     5.90    500.00     3.80    500.00     2.80  
  501.00     5.90    501.00     3.80    501.00     2.80  
  502.00     5.90    502.00     3.80    502.00     2.80  
  503.00     6.00    503.00     3.80    503.00     2.80  
  504.00     5.90    504.00     3.80    504.00     2.80  
  505.00     5.90    505.00     3.80    505.00     2.70  
  506.00     5.70    506.00     3.70    506.00     2.70  
  507.00     5.90    507.00     3.70    507.00     2.70  
  508.00     5.70    508.00     3.60    508.00     2.70  
  509.00     5.80    509.00     3.60    509.00     2.80  
  510.00     5.80    510.00     3.60    510.00     2.90  
  511.00     5.90    511.00     3.60    511.00     2.80  
  512.00     5.90    512.00     3.80    512.00     2.90  
  513.00     5.90    513.00     3.80    513.00     2.90  
  514.00     5.90    514.00     3.90    514.00     2.90  
  515.00     5.90    515.00     3.90    515.00     3.00  
  516.00     5.90    516.00     3.90    516.00     3.00  
  517.00     5.90    517.00     3.90    517.00     3.00  
  518.00     5.90    518.00     3.80    518.00     3.00  
  519.00     5.90    519.00     3.90    519.00     3.00  
  520.00     5.90    520.00     3.90    520.00     3.10  
  521.00     5.90    521.00     3.90    521.00     3.10  
