Day,Time,Minute,Second,Speed[rpm],Pattern_X [Pixel], Pattern_Y [Pixel], Film_X [Pixel], Film_Y [Pixel],Film_Result_X [mm], Film_Result_Y [mm],Zoom_1st_X [Pixel], Zoom_1st_Y [Pixel], Zoom_Curr_X [Pixel], Zoom_Curr_Y [Pixel],Normal_1st_X [Pixel], Normal_1st_Y [Pixel], Normal_Curr_X [Pixel], Normal_Curr_Y [Pixel],Zoom_Result_X [mm], Zoom_Result_Y [mm], Film_Result_X [mm], Film_Result_Y [mm],FileName
13,17,23,27,0.0,191.434,499.067,408.990,540.340,-0.012,-0.302,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,27,0.0,189.900,496.329,411.399,547.960,0.010,-0.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,28,0.0,188.264,491.985,412.455,546.547,0.023,-0.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,28,0.0,194.022,499.733,413.673,546.375,0.000,-0.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,29,0.0,195.870,509.238,414.539,552.440,-0.004,-0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,29,0.0,194.649,510.979,413.661,554.796,-0.003,-0.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,30,0.0,193.013,508.325,411.939,547.651,-0.005,-0.291,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,31,0.0,192.458,504.633,410.827,545.997,-0.007,-0.299,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,31,0.0,192.849,498.743,411.922,544.448,-0.004,-0.323,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,32,0.0,189.984,495.866,413.472,546.272,0.019,-0.346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,32,0.0,193.319,493.723,414.371,545.892,0.008,-0.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,33,0.0,196.671,497.607,414.745,546.512,-0.008,-0.338,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,33,0.0,195.061,498.870,415.069,539.688,0.005,-0.298,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,34,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,35,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,35,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,36,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,36,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,37,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,37,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,38,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,39,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,39,0.0,0.000,0.000,412.003,519.343,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,40,0.0,0.000,0.000,410.990,476.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,40,0.0,0.000,0.000,410.383,489.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,41,0.0,0.000,0.000,410.904,489.567,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
13,17,23,41,0.0,0.000,0.000,411.648,505.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
